TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH
757.327,13161690000000.0,3780497000000.0,1.232533e+22,83.485,9.191777e+22,270.509125,2976.0,4126.937,2484.21167,0.00497825,13.935,26.669,-0.28803906,0.01136291,98.968,33.47,101.89,46.07899999999999
1322.57,24636290000000.0,3985685000000.0,2.007437e+22,58.924,1.255755e+23,569.716675,6270.0,3183.513,4735.917969,0.00198391,12.161,25.553,0.03143045,0.00550173,96.904,32.779,100.388,44.323
2168.858,45936840000000.0,14274820000000.0,2.906394e+22,341.311,1.172161e+24,3035.172852,33407.0,19757.39,14696.243163999998,-0.00764021,57.518,51.743,0.03904261,-0.01343597,84.85799999999998,58.596,90.157,57.38399999999999
1209.665,23011070000000.0,1083678000000.0,3.273284e+22,19.806,2.202848e+23,371.926178,4094.0,3452.061,3082.063477,-0.00041222,14.608,24.329,0.02025631,-0.0011607000000000002,63.07100000000001,33.258,66.632,31.865
1576.636,32561720000000.0,8846058000000.0,2.416417e+22,187.512,1.527467e+23,637.159912,7014.0,2960.902,5507.245117,0.00482731,12.823,27.091,0.0231919,0.01532049,94.688,33.425,98.031,43.554
1746.729,36767610000000.0,3881399000000.0,3.48813e+22,60.416,1.93877e+23,1442.523193,15873.0,2742.927,15942.00293,0.00113524,8.693999999999999,23.95,-0.13413695,0.00351676,98.994,30.159,99.504,39.601
2578.91,50604900000000.0,14965890000000.0,3.213797e+22,349.797,1.151281e+24,2867.113525,31550.0,18262.05,13691.080078,-0.00736881,49.162,46.849,0.01068489,-0.01293436,92.011,53.342,97.766,57.925
906.732,20528680000000.0,5170389000000.0,1.077027e+22,25.262,7.708225e+22,1625.169678,17881.0,3037.571,16606.251953,0.00132205,17.118,30.802,0.49765432,0.00471493,122.419,40.355,121.156,64.513
2749.481,54950460000000.0,1844863000000.0,3.909121e+22,242.276,1.095357e+24,2177.663574,23977.0,14710.25,10929.551758,-0.00432119,36.079,40.772,-0.06055736,-0.00791368,88.851,45.93,95.751,49.033
718.15,9224905000000.0,6077979000000.0,1.09168e+22,190.753,2.871653e+23,118.481255,1304.0,13610.61,841.5440060000002,-0.01200838,45.402,42.11600000000001,-0.51368451,-0.02350818,51.083,51.878,57.807,30.99
3342.917,59330720000000.0,4540349000000.0,5.890738e+22,174.42,1.083379e+24,1321.193237,14541.0,9979.819,6518.286133,-0.00213387,29.542,36.059,-0.07910599,-0.00431745,70.968,42.294,79.494,40.059
2855.491,43085460000000.0,3670626000000.0,4.922076e+22,12.502,9.866611e+23,669.854736,7376.0,11436.22,3081.004883,0.00019245,33.649,38.286,0.07103372,0.00035601,67.63600000000001,44.025,83.79700000000003,37.074
2490.42,42660790000000.0,5250231000000.0,4.324241e+22,277.908,9.82336e+23,1357.528564,14948.0,12979.68,7863.276367,-0.00487687,25.628,34.684,-0.13299325,-0.00838192,79.51100000000002,39.88,84.264,40.425
959.143,17277320000000.0,2856033000000.0,2.867677e+22,29.502,2.359162e+23,282.135132,3109.0,4504.33,1946.723267,0.00074812,17.503,27.287,0.13339472,0.00181014,57.07,34.398,66.074,30.773000000000003
1237.434,23043400000000.0,5846503000000.0,3.451923e+22,83.96799999999998,2.753624e+23,320.51825,3533.0,4281.76,2218.77002,0.00173412,17.675,28.327,0.06453145,0.0043019,59.067,35.033,67.435,31.424
256.846,5350375000000.0,1879479000000.0,4.613406e+21,17.628,5.406434e+22,243.208282,2681.0,5833.175,2829.688965,0.00252579,22.367,32.138000000000005,0.10602327,0.00624787,110.352,39.423,110.473,54.074
1397.3770000000004,25988690000000.0,1643159000000.0,3.213316e+22,21.796,2.649899e+23,634.394226,6991.0,4372.388,4529.688965,-0.00047762,13.871,26.226,-0.01321155,-0.00121991,71.209,33.356,74.01899999999998,34.543
1698.287,36149180000000.0,3821297000000.0,3.081372e+22,1.298,2.962746e+23,1240.596436,13680.0,4498.886,9024.794922,2.618e-05,17.176,30.48,-0.00357523,7.747e-05,90.927,35.968,91.987,41.20399999999999
108.076,1333949000000.0,790011200000.0,1.461694e+21,12.347,2.348729e+22,17.861752,197.0,8750.925,233.01879900000003,0.00610926,39.09,41.81100000000001,0.72066039,0.01248744,60.28100000000001,50.28,67.014,35.855
1059.607,19181860000000.0,4920491000000.0,2.312461e+22,102.569,1.363555e+23,211.775101,2336.0,3158.03,2262.621094,-0.00315481,10.393,23.218000000000004,-0.11211769999999999,-0.00832843,75.532,29.767,87.771,34.882
1041.576,21013660000000.0,4892348000000.0,1.061195e+22,85.235,1.452167e+23,1472.951904,16243.0,6040.227,14358.084961000002,-0.00470836,31.63,37.554,0.49816462,-0.01226543,131.614,50.69600000000001,129.991,79.39
1049.9,21340160000000.0,2578682000000.0,1.084584e+22,98.695,1.457894e+23,1493.682861,16480.0,5768.955,14590.145508,-0.00518685,31.515,38.012,0.24992456,-0.01409963,127.581,51.052,126.544,76.352
1088.397,21567000000000.0,2006251000000.0,1.10622e+22,53.129,1.540835e+23,1499.016235,16542.0,6138.451999999998,14633.487305,-0.00281108,33.739000000000004,38.915,0.19579674,-0.00722395,129.944,51.976000000000006,128.267,79.747
3169.708,61464380000000.0,9803421000000.0,5.813868e+22,115.041,7.550695e+23,1307.2404789999996,14429.0,6432.665,8900.904297,-0.00130159,24.713,32.318000000000005,-0.00374474,-0.00340639,71.071,39.774,79.611,37.503
3394.0890000000004,63689180000000.0,4785495000000.0,5.731067e+22,78.737,7.433031e+23,1675.150024,18479.0,6767.068,11681.811523,-0.0009519999999999999,23.791,32.0,-0.07583545,-0.00227428,80.24600000000002,38.677,87.37799999999999,41.192
3219.903,62044560000000.0,4925428000000.0,5.320494e+22,70.395,7.145539e+23,1712.260864,18885.0,6796.989000000001,12381.046875,-0.00088931,24.615,32.383,-0.114711,-0.00220764,81.17,39.751,87.76299999999998,41.96100000000001
998.784,18261370000000.0,1187758000000.0,2.549186e+22,32.64,1.980828e+23,273.271423,3018.0,3976.584,1879.85022,-0.00087024,16.430999999999994,27.653,0.05845958,-0.00238606,59.097,33.73,65.872,30.941
958.02,17191600000000.0,772115500000.0,2.498389e+22,29.314,1.910311e+23,271.515106,2999.0,3957.626,1934.647095,-0.00080655,16.17,27.401,-0.03838355,-0.00217055,57.985,33.652,62.133,30.854
1291.165,26397130000000.0,3261026000000.0,2.845665e+22,27.419,2.171212e+23,725.80127,8019.0,3736.132,5740.518555,-0.00062665,12.699000000000002,26.864,-0.13763151,-0.0019191,76.06,32.346,79.22399999999998,33.693000000000005
